CB My chunked:
ID,Sensitivity,Precision (PPV),Our Quality,Diff HR[bpm],SDNN [s],RMSSD [s],TP,FP,FN
0313_2min,97.40259740259741,100.0,100.0,0.0,0.00995199907198408,0.010540925533894607,75,0,2
0313_3min,98.71794871794873,100.0,100.0,0.0,0.008339333020280783,0.009599382696202296,77,0,1
0313_4min,98.7012987012987,100.0,100.0,0.0,0.008189846167475525,0.00900450337781496,76,0,1
0313_5min,100.0,100.0,100.0,0.29865604778497357,0.008924441730614824,0.00866666666666666,77,0,0
0313_6min,98.7012987012987,100.0,100.0,0.0,0.007931808132255427,0.009095753554969074,76,0,1
0313_7min,100.0,100.0,100.0,0.31380753138076045,0.011322715202425206,0.007957267912618067,75,0,0
0312_0min,98.27586206896551,100.0,100.0,0.16183848519177246,0.06424425470840602,0.01933751260993497,57,0,1
0312_1min,100.0,100.0,100.0,0.0,0.028608497356871734,0.024635710645193702,55,0,0
0312_2min,96.42857142857143,100.0,100.0,0.16281341582546816,0.16037474409017163,0.2271144709303722,54,0,2
0312_3min,98.21428571428571,100.0,100.0,0.0,0.1467454687085634,0.21386921687966498,55,0,1
0312_4min,96.49122807017544,100.0,100.0,0.08128429181061136,0.1466379300109929,0.21415574575097243,55,0,2
0312_5min,98.27586206896551,100.0,100.0,0.17523364485981574,0.17219462395907764,0.22343507406679086,57,0,1
0312_6min,100.0,96.22641509433963,94.30952380952381,0.0,0.663982821968929,1.0259018031975191,51,2,0
0312_7min,100.0,100.0,100.0,0.0,0.016771536734731415,0.016612155754773733,51,0,0
0016_0min,97.65625,96.15384615384616,94.994708994709,0.0,0.08608029072132227,0.10127185978016466,125,5,3
0016_1min,99.24812030075188,100.0,100.0,0.0,0.003752986582293879,0.004155112184400956,132,0,1
0016_2min,98.49624060150376,100.0,100.0,0.8990110878034159,0.0028714514446668967,0.0037698655552830594,131,0,2
0016_3min,98.48484848484848,100.0,100.0,1.785448593959245,0.04188306086170801,0.05967577328084376,130,0,2
0016_4min,99.24242424242425,100.0,100.0,0.4355400696864109,0.0026230405792404053,0.003677339411956971,131,0,1
0016_5min,98.44961240310077,100.0,100.0,0.41791460611548814,0.006047332039646739,0.006310485101972925,127,0,2
0016_6min,98.51851851851852,100.0,100.0,0.4641448131817185,0.0204672612925588,0.004650644979756612,133,0,2
0016_7min,100.0,100.0,100.0,1.372683596431017,0.16479495970207134,0.23617625436432976,125,0,0
0330_0min,98.73417721518987,100.0,100.0,0.15527816357690938,0.011501961654670547,0.012853197203908968,78,0,1
0330_1min,100.0,100.0,100.0,0.15855398763278572,0.011961843053624114,0.016067139078036207,79,0,0
0330_2min,98.73417721518987,100.0,100.0,0.0,0.010628212576406837,0.013453406707848536,78,0,1
0330_3min,100.0,100.0,100.0,0.0,0.010697768594608486,0.013926212476455844,79,0,0
0330_4min,98.73417721518987,100.0,100.0,0.31120331950207003,0.011149182353940135,0.014584899665257015,78,0,1
0330_5min,98.71794871794873,100.0,100.0,0.0,0.010564532234594949,0.013131810402394816,77,0,1
0330_6min,100.0,100.0,100.0,0.0,0.009563279094574342,0.011975852897876586,78,0,0
0330_7min,100.0,100.0,100.0,0.0,0.008979774516545911,0.011869922566234165,74,0,0
0331_0min,98.68421052631578,100.0,100.0,0.4489001945234179,0.06187131658994602,0.06380382796282119,75,0,1
0331_1min,100.0,100.0,100.0,0.0,0.07737083521570198,0.058742695080768244,73,0,0
0331_2min,98.55072463768117,100.0,100.0,0.21477150698007108,0.09103292204590294,0.04711366011781476,68,0,1
0331_3min,98.48484848484848,100.0,100.0,0.0,0.07281413922809071,0.07056711566339625,65,0,1
0331_4min,98.59154929577466,100.0,100.0,0.23207240659084505,0.08217364323868609,0.0638370064985257,70,0,1
0331_5min,98.57142857142858,100.0,100.0,0.11060927274403554,0.08803965238548403,0.06552884746999804,69,0,1
0331_6min,100.0,100.0,100.0,0.0,0.03628060403520648,0.02082103462116642,63,0,0
0331_7min,100.0,100.0,100.0,0.353982300884951,0.08978149850738174,0.019935207071262753,75,0,0
0121_0min,100.0,100.0,100.0,0.29865604778497357,0.014593338475301816,0.014110673659011138,77,0,0
0121_1min,100.0,100.0,100.0,0.5997600959616136,0.03362244987805721,0.014836445670042412,76,0,0
0121_2min,98.68421052631578,100.0,100.0,0.5714285714285694,0.03343450072622268,0.013559721893853882,75,0,1
0121_3min,100.0,100.0,100.0,0.30358227079538835,0.01715422591995617,0.014666666666666666,77,0,0
0121_4min,98.66666666666667,100.0,100.0,0.2823263692828988,0.02185827149753686,0.020879578303295718,74,0,1
0121_5min,98.68421052631578,100.0,100.0,0.5900865460267539,0.021893421145563904,0.01644602814374092,75,0,1
0121_6min,98.68421052631578,100.0,100.0,0.0,0.031873308577736056,0.019847209374093813,75,0,1
0121_7min,100.0,100.0,100.0,0.0,0.02437872257151633,0.01708986518564415,72,0,0
0029_0min,100.0,100.0,100.0,0.7490636704119851,0.061216174413318766,0.05989369667970733,70,0,0
0029_1min,98.57142857142858,100.0,100.0,0.9521164755821729,0.06721135258983424,0.07888211495454146,69,0,1
0029_2min,98.57142857142858,100.0,100.0,0.36029544226265386,0.06549694693396117,0.08218411559249995,69,0,1
0029_3min,98.59154929577466,100.0,100.0,0.2460024600245987,0.07042795670124782,0.0799264367660516,70,0,1
0029_4min,100.0,100.0,100.0,0.5244526025960567,0.05427506206727034,0.06983086141778007,72,0,0
0029_5min,98.63013698630137,98.63013698630137,98.80423280423281,0.13237143424447595,0.07438002498846011,0.09335009909777786,72,1,1
0029_6min,98.63013698630137,100.0,100.0,0.2652519893899097,0.04408733185287904,0.05930951903041406,72,0,1
0029_7min,100.0,100.0,100.0,0.0,0.052395036135219133,0.07239105155295063,69,0,0
0028_0min,100.0,100.0,100.0,0.999000999000998,0.03739529883188892,0.04310260732061064,80,0,0
0028_1min,100.0,100.0,100.0,0.0,0.03781617175301954,0.04123278368170708,80,0,0
0028_2min,98.7012987012987,100.0,100.0,0.0,0.04585968939178624,0.05234443561583161,76,0,1
0028_3min,98.68421052631578,100.0,100.0,0.5714285714285694,0.035241580498369396,0.03810983086453667,75,0,1
0028_4min,98.68421052631578,100.0,100.0,0.141442715700137,0.03429348239573693,0.03872000729587212,75,0,1
0028_5min,98.68421052631578,100.0,100.0,0.42771599657827153,0.03412131686005485,0.03835070085028123,75,0,1
0028_6min,98.7012987012987,100.0,100.0,1.0141253169141748,0.03403394093845832,0.036725996226090296,76,0,1
0028_7min,100.0,100.0,100.0,0.8815750808110465,0.028436480125367817,0.03313084034792393,73,0,0
0115_0min,95.0,100.0,99.07936507936508,0.5713197486193167,0.2367207207083815,0.34076062224476633,95,0,5
0115_1min,67.32673267326733,98.55072463768117,100.0,4.397617956939996,0.4921681581197368,0.6805693402333606,68,1,33
0115_2min,89.32038834951457,100.0,100.0,1.0989010989011092,0.24572581833531945,0.2285093941392269,92,0,11
0115_3min,98.07692307692307,100.0,100.0,1.0989010989011092,0.08803987762656362,0.12357049270220892,102,0,2
0115_4min,98.0392156862745,100.0,100.0,1.018589253883377,0.02557522211200751,0.041657822190554604,100,0,2
0115_5min,96.7741935483871,100.0,100.0,0.4477611940298516,0.13012580275932406,0.1622034979507987,90,0,3
0115_6min,98.87640449438202,100.0,100.0,0.22669739675822598,0.303661314009618,0.439376172759323,88,0,1
0115_7min,100.0,100.0,100.0,0.461467466543624,0.024939570312107178,0.04255715111601235,91,0,0
0023_0min,99.0909090909091,99.0909090909091,99.46031746031746,1.8796992481202892,0.014217848613022367,0.020875882475617696,109,1,1
0023_1min,99.09909909909909,100.0,100.0,1.2605042016806607,0.01669517523628216,0.022764223609497647,110,0,1
0023_2min,100.0,100.0,100.0,0.0,0.01625296671469694,0.02271646398207821,108,0,0
0023_3min,98.14814814814815,100.0,100.0,1.7533606078316808,0.06029167368590641,0.06605488523378011,106,0,2
0023_4min,98.13084112149532,100.0,100.0,0.5713197486193167,0.018333305316456983,0.024620090725135758,105,0,2
0023_5min,99.05660377358491,100.0,100.0,0.5586592178770928,0.019750976806543596,0.02729043915073397,105,0,1
0023_6min,99.03846153846155,100.0,100.0,0.0,0.02134967595385501,0.02927243904372775,103,0,1
0023_7min,100.0,100.0,100.0,0.5404431633939737,0.020928762419097326,0.029198926685541526,99,0,0

CB My global:
Total Se,Total PPV,AVG Quality,AVG Diff HR,TP sum,FP sum,FN sum
98.49101796407186,99.90975355779244,99.74477631175036,0.36590148385299387,28784,26,441
